"full_name","clone_slug","matched_frameworks","stars","size_kb","contributors","pushed_at","description","real_ai_app","analyzed_scope","processed","clone_failed","llm_calls","llm_calls_raw","fp_dropped_calls","invokers_direct","invokers_transitive","nd_tests","nd_tests_direct","nd_tests_transitive","eval_calls","total_functions","pct_functions_direct","cg_source","graph_usable","graph_excluded_files","graph_coverage_pct","slice_status","slice_error","frameworks_imported","framework_suspect","framework_evidence","zero_invoker","zero_invoker_reason","imports_matched_fw","py_files","ipynb_files","test_files","http_llm_files","cli_llm_files","in_scope","notes"
"biocore/gemelli","biocore_gemelli","notte","87","130782","9","2025-11-03","Gemelli is a tool box for running Robust Aitchison PCA (RPCA), Joint Robust Aitchison PCA (Joint-RPCA), TEMPoral TEnsor Decomposition (TEMPTED), and Compositional Tensor Factorization (CTF) on sparse ","1","1","1","0","0","0","0","0","0","0","0","0","0","245","0.0","pyan","True","0","108.6","absent","","","0","","1","framework_never_imported","","46","15","16","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"singer-io/target-stitch","singer-io_target-stitch","notte","26","363","36","2026-06-17","A Singer.io Target for the Stitch Import API","1","1","1","0","0","0","0","0","0","0","0","0","0","124","0.0","pyan","True","0","87.9","absent","","","0","","1","framework_never_imported","","7","0","1","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"yt-project/yt","yt-project_yt","notte","556","415721","217","2026-07-01","Main yt repository","1","1","1","0","0","0","0","0","0","0","0","0","0","5870","0.0","pyan","True","0","129.0","absent","","","0","","1","framework_never_imported","","899","24","218","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"pk-hack/CoilSnake","pk-hack_CoilSnake","notte","200","2695","23","2025-12-22","","1","1","1","0","0","0","0","0","0","0","0","0","0","1132","0.0","pyan","True","0","120.1","absent","","","0","","1","framework_never_imported","","131","0","20","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"cevoaustralia/aws-google-auth","cevoaustralia_aws-google-auth","notte","550","419","45","2025-12-11","Provides AWS STS credentials based on Google Apps SAML SSO auth (what a jumble!)","1","1","1","0","0","0","0","0","0","0","0","0","0","181","0.0","pyan","True","0","93.9","absent","","","0","","1","framework_never_imported","","19","0","10","0","0","0","token collision (EXCLUSIONS §16): matched `notte`, which tokenizes onto `@nottest` / `annotte...`; clone imports no tracked framework, 0 LLM calls"
"nottelabs/bua","nottelabs_bua","notte, notte_sdk","14","198","14","2025-07-12","Browser using agent (bua) notte model on any browser environment","1","1","1","0","0","0","0","0","0","0","0","0","0","139","0.0","pyan","True","0","81.3","absent","","","1","owner_matches=notte","1","imports_fw_no_call_site","notte, notte_sdk","19","0","1","1","0","0","HELD 2026-08-27 (EXCLUSIONS §16): Queue B, needs file-level review before a decision; not an agentic application (EXCLUSIONS §17): imports `notte_sdk` (hosted browser-session REST client, NotteClient(api_key=...)), NOT the `notte` agent framework; own agent loop over raw api.openai.com/v1/responses"
"NPC-Worldwide/npcsh","NPC-Worldwide_npcsh","npcpy","435","76334","3","2026-07-01","the composable multi-agent shell","1","0","1","0","0","0","0","0","0","0","0","0","0","219","0.0","pyan","True","0","110.0","absent","","npcpy, ollama","0","","1","imports_fw_no_call_site","npcpy","53","0","2","2","8","uncovered","real LLM app, but imports only npcpy, ollama — outside the top-20, not measured"
"cisco-ai-defense/defenseclaw","cisco-ai-defense_defenseclaw","omnigent","760","339368","29","2026-07-02","Security Governance for Agentic AI","0","0","1","0","0","0","0","0","0","0","0","0","0","17592","0.0","pyan_resilient","True","1","120.9","absent","","litellm","0","","1","framework_never_imported","","645","0","331","22","80","0","real LLM app, but imports only litellm — outside the top-20, not measured; token collision (EXCLUSIONS §17): matched `omnigent`, which the clone never imports; reaches a model only through a raw provider SDK, so not an agentic application"
"SuperagenticAI/superqode","SuperagenticAI_superqode","omnigent","21","24016","2","2026-06-24","Agent-Native Coding harness for agentic quality engineering","0","0","1","0","11","11","0","10","9417","2768","0","2768","0","13514","0.07","pyan_resilient","True","1","119.2","ok","","agents, litellm, pydantic_ai, mem0","0","","0","","","","","","","","",""
"vita-epfl/Stable-Video-Infinity","vita-epfl_Stable-Video-Infinity","omnigent","2518","231262","4","2026-06-03","[ICLR 26 Oral] Stable Video Infinity: Infinite-Length Video Generation with Error Recycling","0","0","1","0","0","0","0","0","0","0","0","0","0","2225","0.0","pyan","True","0","93.3","absent","","dashscope","0","ambiguous_name=diffsynth","1","framework_never_imported","","202","0","3","1","0","0","real LLM app, but imports only dashscope — outside the top-20, not measured; token collision (EXCLUSIONS §17): matched `omnigent`, which the clone never imports; reaches a model only through a raw provider SDK, so not an agentic application"
"Yaofang-Liu/Pusa-VidGen","Yaofang-Liu_Pusa-VidGen","omnigent","683","482294","5","2026-02-13","Pusa: Thousands Timesteps Video Diffusion Model","0","0","1","0","0","0","0","0","0","0","0","0","0","2442","0.0","pyan","True","0","92.1","absent","","","0","","1","framework_never_imported","","219","0","1","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"bghira/SimpleTuner","bghira_SimpleTuner","omnigent","2873","28650","62","2026-06-30","A general fine-tuning kit geared toward image/video/audio diffusion models.","0","0","1","0","0","0","0","0","0","0","0","0","0","20728","0.0","pyan_resilient","True","2","108.6","absent","","replicate, dashscope","0","","1","framework_never_imported","","1339","1","391","1","0","0","real LLM app, but imports only dashscope, replicate — outside the top-20, not measured; token collision (EXCLUSIONS §17): matched `omnigent`, which the clone never imports; reaches a model only through a raw provider SDK, so not an agentic application"
"TIGER-AI-Lab/Context-Forcing","TIGER-AI-Lab_Context-Forcing","omnigent","93","11490","2","2026-06-29","Context Forcing: Consistent Autoregressive Video Generation with Long Context(ICML2026)","0","0","1","0","0","0","0","0","0","0","0","0","0","2734","0.0","pyan","True","0","94.6","absent","","dashscope","0","","1","framework_never_imported","","268","0","5","2","0","0","real LLM app, but imports only dashscope — outside the top-20, not measured; token collision (EXCLUSIONS §17): matched `omnigent`, which the clone never imports; reaches a model only through a raw provider SDK, so not an agentic application"
"MoonLadderStudios/MoonMind","MoonLadderStudios_MoonMind","omnigent","11","42760","36","2026-07-02","Run Claude Code and Codex with superior safety, resiliency, and observability.","0","0","1","0","0","0","0","0","0","0","0","0","0","22670","0.0","pyan_resilient","True","2","118.9","absent","","openai","0","","1","framework_never_imported","","1369","0","677","12","48","0","real LLM app, but imports only openai — outside the top-20, not measured; token collision (EXCLUSIONS §17): matched `omnigent`, which the clone never imports; reaches a model only through a raw provider SDK, so not an agentic application"
"GVCLab/GSFixer","GVCLab_GSFixer","omnigent","165","423933","2","2026-05-07","[ICML 2026] GSFixer: Improving 3D Gaussian Splatting with Reference-Guided Video Diffusion Priors","0","0","1","0","0","0","0","0","0","0","0","0","0","14586","0.0","pyan","True","0","112.1","absent","","","0","","1","framework_never_imported","","1364","3","296","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"vipshop/cache-dit","vipshop_cache-dit","omnigent","1215","601086","15","2026-07-02","A PyTorch-native inference engine with cache, parallelism, quantization and cpu offload for DiTs.","0","0","1","0","0","0","0","0","0","0","0","0","0","2350","0.0","pyan_resilient","True","1","111.5","absent","","","0","imported_by=1 as `cache_dit` (e.g. sands-lab/FOCUS)","1","framework_never_imported","","275","0","36","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"xiaomi-research/drivelaw","xiaomi-research_drivelaw","omnigent","71","17766","3","2026-05-27","[CVPR2026] DriveLaW: Unifying Planning and Video Generation in a Latent Driving World","0","0","1","0","0","0","0","0","0","0","0","0","0","19231","0.0","pyan","True","0","112.7","absent","","","0","","1","framework_never_imported","","1687","3","327","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"360CVGroup/FLUX-Makeup","360CVGroup_FLUX-Makeup","omnigent","35","26567","3","2026-06-16","Transfer face makeup with high fidelity, SoTA and production-ready","0","0","1","0","0","0","0","0","0","0","0","0","0","15970","0.0","pyan_resilient","True","2","111.6","absent","","","0","","1","framework_never_imported","","1261","0","25","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"cvlab-kaist/APPLE","cvlab-kaist_APPLE","omnigent","42","410190","5","2026-04-16","Official implementation of ""🍎APPLE: Attribute-Preserving Pseudo-Labeling for Diffusion-Based Face Swapping""","0","0","1","0","0","0","0","0","0","0","0","0","0","23233","0.0","pyan","True","0","124.3","absent","","","0","","1","framework_never_imported","","3342","16","550","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"Echo-Team-Joy-Future-Academy-JD/Echo-Memory","Echo-Team-Joy-Future-Academy-JD_Echo-Memory","omnigent","120","99845","3","2026-06-25","A Simple Baseline for Video World Models with Memory","0","0","1","0","0","0","0","0","0","0","0","0","0","2356","0.0","pyan","True","0","102.0","absent","","","0","","1","framework_never_imported","","237","0","4","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"SkyworkAI/Matrix-3D","SkyworkAI_Matrix-3D","omnigent","746","100918","7","2025-11-25","Generate large-scale explorable 3D scenes with high-quality panorama videos from a single image or text prompt.","0","0","1","0","0","0","0","0","0","0","0","0","0","6313","0.0","pyan_resilient","True","3","85.8","absent","","","0","","1","framework_never_imported","","745","1","3","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"RedMediaTech/ODTSR","RedMediaTech_ODTSR","omnigent","174","12019","2","2026-02-21","[CVPR2026] ODTSR: This repo is the official implementation of ""One-Step Diffusion Transformer for Controllable Real-World Image Super-Resolution""","0","0","1","0","0","0","0","0","0","0","0","0","0","2357","0.0","pyan","True","0","106.8","absent","","","0","ambiguous_name=diffsynth","1","framework_never_imported","","399","1","8","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"MingXiangL/Teacache-xDiT","MingXiangL_Teacache-xDiT","omnigent","33","26568","33","2025-04-21","Combining Teacache with xDiT to Accelerate Visual Generation Models","0","0","1","0","0","0","0","0","0","0","0","0","0","16781","0.0","pyan_resilient","True","1","117.9","absent","","","0","","1","framework_never_imported","","1603","0","378","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"hustvl/Turbo-VAED","hustvl_Turbo-VAED","omnigent","126","36258","2","2025-11-30","[AAAI 2026] Turbo-VAED: Fast and Stable Transfer of Video-VAEs to Mobile Devices","0","0","1","0","0","0","0","0","0","0","0","0","0","18221","0.0","pyan","True","0","116.5","absent","","","0","","1","framework_never_imported","","1507","3","355","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"1170300714/Local-DPO","1170300714_Local-DPO","omnigent","16","23049","2","2026-05-20","Official implementation of Local DPO (CVPR 2026)","0","0","1","0","0","0","0","0","0","0","0","0","0","16458","0.0","pyan_resilient","True","1","118.0","absent","","","0","","1","framework_never_imported","","1508","3","351","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"EnVision-Research/DualCamCtrl","EnVision-Research_DualCamCtrl","omnigent","75","42367","41","2026-04-07","[ECCV 2026] DualCamCtrl: Dual-Branch Diffusion Model for Geometry-Aware Camera-Controlled Video Generation","0","0","1","0","0","0","0","0","0","0","0","0","0","2340","0.0","pyan","True","0","103.0","absent","","","0","ambiguous_name=diffsynth","1","framework_never_imported","","264","0","5","0","0","0","not an LLM app: `omnigent` collision token (matches the OmniGenTransformer diffusion class); image/video/audio generation code, 0 LLM calls, no LLM import (EXCLUSIONS §13)"
"wi2trier/cbrkit","wi2trier_cbrkit","pydantic_ai","25","7425","9","2026-06-29","Customizable Case-Based Reasoning (CBR) toolkit for Python with a built-in API and CLI","1","1","1","0","0","0","0","0","0","0","0","0","0","807","0.0","pyan","True","0","163.2","absent","","pydantic_ai, openai, cohere, ollama, anthropic, agents","0","","1","imports_fw_no_call_site","pydantic_ai","130","0","9","0","0","",""
