"rank","score","band","full_name","github_url","imported_by","imported_as","importer_examples","declares_package","stage1_framework","owner_matches","desc_keyword","stars","contributors","total_functions","llm_calls","invokers_direct","nd_tests","nd_tests_direct","frameworks_imported","in_scope","framework_suspect","pypi","description","score_breakdown"
"904","0","-","bonigarcia/context-engineering","https://github.com/bonigarcia/context-engineering","0","","","","0","","","91","3","379","62","55","0","0","openai, langchain_core, langchain_openai, agno, dspy, crewai, langgraph, agent_framework, langchain_community, haystack, pydantic_ai, semantic_kernel, anthropic, langchain_huggingface, langchain_ollama, mem0, agents, ragas, deepeval, langchain, litellm, parlant","","0","","Context Engineering: Build Consistent, Accurate, Predictable AI Systems",""
"905","0","-","bytedance/Video-As-Prompt","https://github.com/bytedance/Video-As-Prompt","0","","","","0","","","431","2","17777","0","0","0","0","","","0","","[ICLR 2026] Official repo for paper ""Video-As-Prompt: Unified Semantic Control for Video Generation""",""
"906","0","-","canonical/maas","https://github.com/canonical/maas","0","","","","0","","","486","218","28829","0","0","0","0","","0","0","","Official MAAS repository. Bugs are tracked on Launchpad: https://bugs.launchpad.net/maas",""
"907","0","-","canvas-medical/canvas-plugins","https://github.com/canvas-medical/canvas-plugins","0","","","","0","","","12","31","4860","0","0","0","0","","","0","","",""
"908","0","-","ccbogel/QualCoder","https://github.com/ccbogel/QualCoder","0","","","","0","","","639","44","3470","2","2","0","0","langchain_core, langchain_community, langchain_openai, openai","","0","","Qualitative data analysis for text, images, audio, video. Cross platform. Python 3.12 or newer and PyQt6.",""
"909","0","-","cisco-ai-defense/defenseclaw","https://github.com/cisco-ai-defense/defenseclaw","0","","","","0","","","760","29","17592","0","0","0","0","litellm","uncovered","0","","Security Governance for Agentic AI",""
"910","0","-","cladius/agentic-ai","https://github.com/cladius/agentic-ai","0","","","","0","","","73","9","373","60","41","0","0","agno, langchain_groq, langgraph, langchain_core, pydantic_ai, langchain_community, langchain, vertexai, agents, langchain_huggingface","","0","","A no-nonsense repo to help people jumpstart their Agentic AI journey.",""
"911","0","-","cloud-ru/evo-ai-agents-labs","https://github.com/cloud-ru/evo-ai-agents-labs","0","","","","0","","","12","7","197","0","0","0","0","phoenix, litellm, crewai, langchain, langchain_core, langchain_openai, smolagents, agents","","0","","Лабораторные работы AI Agents",""
"912","0","-","cloudera/CAI_STUDIO_AGENT","https://github.com/cloudera/CAI_STUDIO_AGENT","0","","","","0","","","14","18","964","1","1","0","0","crewai, phoenix, litellm","","0","","",""
"913","0","-","code-philia/WebTestPilot","https://github.com/code-philia/WebTestPilot","0","","","","0","","","12","2","403","7","7","0","0","openai, lavague","uncovered","0","","WebTestPilot: Agentic End-to-End Web Testing against Natural Language Specification by Inferring Oracles with Symbolized GUI Elements",""
"914","0","-","conveyordata/data-product-portal","https://github.com/conveyordata/data-product-portal","0","","","","0","","","201","22","5152","0","0","0","0","agno","","0","","Data Product Portal created by Dataminded",""
"915","0","-","cvlab-kaist/APPLE","https://github.com/cvlab-kaist/APPLE","0","","","","0","","","42","5","23233","0","0","0","0","","","0","","Official implementation of ""🍎APPLE: Attribute-Preserving Pseudo-Labeling for Diffusion-Based Face Swapping""",""
"916","0","-","datamllab/ltsm","https://github.com/datamllab/ltsm","0","","","","0","","","112","12","590","11","7","0","0","autogen_core, agents","","0","","LTSM-Bundle: A Toolbox and Benchmark on Large Language Models for Time Series Forecasting",""
"917","0","-","datastax/astra-assistants-api","https://github.com/datastax/astra-assistants-api","0","","","","0","","","208","8","3423","4","2","0","0","openai, litellm, agency_swarm","uncovered","0","","Drop in replacement for the OpenAI Assistants API",""
"918","0","-","datastax/graph-rag","https://github.com/datastax/graph-rag","0","","","","0","","","88","5","331","0","0","0","0","langchain_core, langchain_community","","0","","Graph traversal for improved RAG",""
"919","0","-","dealfluence/adeu","https://github.com/dealfluence/adeu","0","","","","0","","","116","5","2485","0","0","0","0","langchain_core, langchain","","0","","docx ↔ LLM translator. Projects .docx to Markdown for editing. Projects edits back to OOXML as tracked changes. Python and Node.js implementations.",""
"920","0","-","deltacodes1/Hackotberfest2025","https://github.com/deltacodes1/Hackotberfest2025","0","","","","0","","","86","181","472","0","0","0","0","langchain, langchain_core, langchain_community","","0","","Make your first Pull Request on Hacktoberfest 2025. Don't forget to spread love and if you like give us a ⭐️",""
"921","0","-","dhrumilp15/haystackfs","https://github.com/dhrumilp15/haystackfs","0","","","","0","","","83","4","91","0","0","0","0","","0","0","","Just a File Manager for Discord. Secure and fast search for files (images, videos, etc)!",""
"922","0","-","dhruv-ahuja/backend_burger","https://github.com/dhruv-ahuja/backend_burger","0","","","","0","","","10","2","153","0","0","0","0","","","0","","Demo application to learn and solidify my knowledge of backend and infra; now extending to be a practical project",""
"923","0","-","dimagi/commcare-hq","https://github.com/dimagi/commcare-hq","0","","","","0","","","522","243","0","0","0","0","0","openai","uncovered","0","","CommCareHQ is the server backend for CommCare, the world's largest platform for designing, managing, and deploying robust, offline-first, mobile applications to frontline workers worldwide",""
"924","0","-","edraj/dmart","https://github.com/edraj/dmart","0","","","","0","","","15","29","1090","0","0","0","0","","","0","","Headless information management system",""
"925","0","-","elophanto/EloPhanto","https://github.com/elophanto/EloPhanto","0","","","","0","","","83","3","8559","0","0","0","0","litellm","uncovered","0","","Source-available autonomous AI agent with a self-model that actually changes as it runs - ego, affect, and identity grounded in real psychology (Higgins, PAD/OCC). Ships code, runs a team, makes money",""
"926","0","-","eneo-ai/eneo","https://github.com/eneo-ai/eneo","0","","","","0","","","50","17","13042","0","0","0","0","litellm, langchain_core","","0","","",""
"927","0","-","erfanzar/Xerxes-Agents","https://github.com/erfanzar/Xerxes-Agents","0","","","","0","","","24","2","0","0","0","0","0","","","0","","Agents for intelligence and coordination",""
"928","0","-","fetchai/uAgent-Examples","https://github.com/fetchai/uAgent-Examples","0","","","","0","","","39","13","1190","33","32","0","0","uagents, agents, langchain_openai, langchain_community, langchain, crewai, openai, langchain_core, langchain_google_genai, langchain_cohere, langchain_anthropic, swarm","","0","","Source codes of uAgents and uAgent-based applications",""
"929","0","-","flepied/second-brain-agent","https://github.com/flepied/second-brain-agent","0","","","","0","","","306","2","83","0","0","0","0","langchain_community, langchain_huggingface","","0","","🧠 Second Brain AI agent",""
"930","0","-","fwornle/agentic-ai-nano","https://github.com/fwornle/agentic-ai-nano","0","","","","0","","","12","2","0","0","0","0","0","langchain, langgraph, crewai, agno, langchain_openai, pydantic_ai, ragas, langchain_core, langchain_experimental, agents","","0","","nano-degree in Agentic AI",""
"931","0","-","gabrielmoreira/agent-skills-mirror","https://github.com/gabrielmoreira/agent-skills-mirror","0","","","","0","","","11","3","0","0","0","0","0","anthropic, langchain_core, openai, langgraph, dspy, agno, langchain_openai, langchain, langchain_anthropic, litellm, agents, langchain_community, deepeval, pydantic_ai, langchain_ollama, langchain_aws, ollama, vertexai, crewai, smolagents, haystack, groq","","0","","Periodically refreshed mirror of agents, skills, prompts and instruction files from public repositories.",""
"932","0","-","ganeshnikhil/J.A.R.V.I.S.2.0","https://github.com/ganeshnikhil/J.A.R.V.I.S.2.0","0","","","","0","","","237","4","145","8","8","0","0","langchain_ollama, langchain_community, langchain, langchain_core, ollama","","0","","open source assistant  hybrid using small models (2b - 5b) and gemini  , with image and agentic tool capabilities and integration of RAG with effiecient memory. android  support using adb",""
"933","0","-","gaoweijun5/arxiv-tracker-agent","https://github.com/gaoweijun5/arxiv-tracker-agent","0","","","","0","","","94","2","301","9","9","0","0","langchain_core, langgraph, langchain_anthropic, langchain_openai, langchain_community","","0","","",""
"934","0","-","gip-inclusion/les-emplois","https://github.com/gip-inclusion/les-emplois","0","","","","0","","","37","59","8172","0","0","0","0","","","0","","Plate-forme numérique de l'inclusion",""
"935","0","-","globocom/GloboNetworkAPI","https://github.com/globocom/GloboNetworkAPI","0","","","","0","","","87","70","4841","0","0","0","0","","","0","","API to automate IP Networking management, resource allocation and provisioning.",""
"936","0","-","google/adk-samples","https://github.com/google/adk-samples","0","","","","0","","","9780","123","8933","0","0","0","0","vertexai, agents, phoenix, langchain_community","","0","","A collection of sample agents built with Agent Development Kit (ADK)",""
"937","0","-","gqy20/TrumanWorld","https://github.com/gqy20/TrumanWorld","0","","","","0","","","11","2","0","0","0","0","0","langchain_core, langgraph, langchain_openai, langchain_anthropic","","0","","🎭 楚门的世界 AI 版 | 在这个小镇里，AI 居民们不知道自己是 AI。你是导演，只能观察和创造条件——不能操控他们的想法。尊重每一个主体的自由意志。",""
"938","0","-","gstranded/RAGLEX","https://github.com/gstranded/RAGLEX","0","","","","0","","","17","2","478","11","11","0","0","langchain, langchain_core, langchain_community, langchain_openai, openai, langchain_huggingface","","0","","RAGLEX 是一款法律领域检索增强生成问答系统，致力于为用户提供高效、准确的法律咨询服务。它通过整合海量法律数据，结合智能检索与生成技术，能够快速理解并解答各类法律问题，助力法律专业人士、学生及普通用户高效获取法律知识，解决法律难题。如果这个项目有帮到你的话，麻烦给个star",""
"939","0","-","gtesei/agentic_design_patterns","https://github.com/gtesei/agentic_design_patterns","0","","","","0","","","15","3","657","112","112","0","0","langchain_openai, langchain_core, langgraph, openai, langchain","","0","","Agentic AI Design Patterns",""
"940","0","-","hal9ai/hal9","https://github.com/hal9ai/hal9","0","","","","0","","","181","27","152","5","5","0","0","openai, groq, replicate, langchain_openai, swarm","","0","","Hal9 — Create and Share Generative Apps",""
"941","0","-","hasanmehediii/CSE-2216-Project","https://github.com/hasanmehediii/CSE-2216-Project","0","","","","0","","","13","4","32","0","0","0","0","","","0","","LangMastero, A Simple designed language learning app for beginners. If you want to learn basics of a language like Spanish or Chinese, can try this app. Also can test your progress with exams",""
"942","0","-","hkust-nlp/LOCA-bench","https://github.com/hkust-nlp/LOCA-bench","0","","","","0","","","49","4","2593","3","2","0","0","anthropic","uncovered","0","","Benchmarking Language Agents Under Controllable and Extreme Context Growth",""
"943","0","-","holetron/hindsight-mempalace","https://github.com/holetron/hindsight-mempalace","0","","","","0","","","10","63","0","0","0","0","0","","","0","","Hierarchical memory for AI agents. Hindsight storage + MemPalace taxonomy — Rooms, Halls, Layers, Tunnels, Closets. Drop-in Docker upgrade + MCP server.",""
"944","0","-","hongbo-miao/hongbomiao.com","https://github.com/hongbo-miao/hongbomiao.com","0","","","","0","","","298","12","1084","5","5","0","0","mem0, pydantic_ai, langgraph, openai, deepeval","","0","","A personal research and development (R&D) lab that facilitates the sharing of knowledge.",""
"945","0","-","huaweicloud/huaweicloud-sdk-python-v3","https://github.com/huaweicloud/huaweicloud-sdk-python-v3","0","","","","0","","","158","5","610710","0","0","0","0","","0","0","","",""
"946","0","-","huggingface/optimum-habana","https://github.com/huggingface/optimum-habana","0","","","","0","","","213","180","4189","2","1","0","0","langchain_core, langchain_huggingface","","0","","Easy and lightning fast training of 🤗 Transformers on Habana Gaudi processor (HPU)",""
"947","0","-","huggingface/serge","https://github.com/huggingface/serge","0","","","reviewbot","0","","","40","7","1306","0","0","0","0","headroom","uncovered","0","","Reviews pull requests with any OpenAI-compatible LLM",""
"948","0","-","huka81/decision-intelligence-runtime","https://github.com/huka81/decision-intelligence-runtime","0","","","dir_core","0","","","40","3","1226","5","4","0","0","langchain, langchain_ollama, langchain_core, openai, crewai","","0","","The first open-source implementation blueprint for Intelligent AI Delegation. A deterministic runtime (DIR) and architecture for Responsibility-Oriented Agents (ROA) to bridge the gap between LLM reas",""
